DateKey,Date,Day,WeekNr,Month,MonthShort,MonthNo,Quarter,Year
20070701,2007-07-01,Sunday,27,July,Jul,7,3,2007
20070702,2007-07-02,Monday,27,July,Jul,7,3,2007
20070703,2007-07-03,Tuesday,27,July,Jul,7,3,2007
20070704,2007-07-04,Wednesday,27,July,Jul,7,3,2007
20070705,2007-07-05,Thursday,27,July,Jul,7,3,2007
20070706,2007-07-06,Friday,27,July,Jul,7,3,2007
20070707,2007-07-07,Saturday,27,July,Jul,7,3,2007
20070708,2007-07-08,Sunday,28,July,Jul,7,3,2007
20070709,2007-07-09,Monday,28,July,Jul,7,3,2007
20070710,2007-07-10,Tuesday,28,July,Jul,7,3,2007
20070711,2007-07-11,Wednesday,28,July,Jul,7,3,2007
20070712,2007-07-12,Thursday,28,July,Jul,7,3,2007
20070713,2007-07-13,Friday,28,July,Jul,7,3,2007
20070714,2007-07-14,Saturday,28,July,Jul,7,3,2007
20070715,2007-07-15,Sunday,29,July,Jul,7,3,2007
20070716,2007-07-16,Monday,29,July,Jul,7,3,2007
20070717,2007-07-17,Tuesday,29,July,Jul,7,3,2007
20070718,2007-07-18,Wednesday,29,July,Jul,7,3,2007
20070719,2007-07-19,Thursday,29,July,Jul,7,3,2007
20070720,2007-07-20,Friday,29,July,Jul,7,3,2007
20070721,2007-07-21,Saturday,29,July,Jul,7,3,2007
20070722,2007-07-22,Sunday,30,July,Jul,7,3,2007
20070723,2007-07-23,Monday,30,July,Jul,7,3,2007
20070724,2007-07-24,Tuesday,30,July,Jul,7,3,2007
20070725,2007-07-25,Wednesday,30,July,Jul,7,3,2007
20070726,2007-07-26,Thursday,30,July,Jul,7,3,2007
20070727,2007-07-27,Friday,30,July,Jul,7,3,2007
20070728,2007-07-28,Saturday,30,July,Jul,7,3,2007
20070729,2007-07-29,Sunday,31,July,Jul,7,3,2007
20070730,2007-07-30,Monday,31,July,Jul,7,3,2007
20070731,2007-07-31,Tuesday,31,July,Jul,7,3,2007
20070801,2007-08-01,Wednesday,31,August,Aug,8,3,2007
20070802,2007-08-02,Thursday,31,August,Aug,8,3,2007
20070803,2007-08-03,Friday,31,August,Aug,8,3,2007
20070804,2007-08-04,Saturday,31,August,Aug,8,3,2007
20070805,2007-08-05,Sunday,32,August,Aug,8,3,2007
20070806,2007-08-06,Monday,32,August,Aug,8,3,2007
20070807,2007-08-07,Tuesday,32,August,Aug,8,3,2007
20070808,2007-08-08,Wednesday,32,August,Aug,8,3,2007
20070809,2007-08-09,Thursday,32,August,Aug,8,3,2007
20070810,2007-08-10,Friday,32,August,Aug,8,3,2007
20070811,2007-08-11,Saturday,32,August,Aug,8,3,2007
20070812,2007-08-12,Sunday,33,August,Aug,8,3,2007
20070813,2007-08-13,Monday,33,August,Aug,8,3,2007
20070814,2007-08-14,Tuesday,33,August,Aug,8,3,2007
20070815,2007-08-15,Wednesday,33,August,Aug,8,3,2007
20070816,2007-08-16,Thursday,33,August,Aug,8,3,2007
20070817,2007-08-17,Friday,33,August,Aug,8,3,2007
20070818,2007-08-18,Saturday,33,August,Aug,8,3,2007
20070819,2007-08-19,Sunday,34,August,Aug,8,3,2007
20070820,2007-08-20,Monday,34,August,Aug,8,3,2007
20070821,2007-08-21,Tuesday,34,August,Aug,8,3,2007
20070822,2007-08-22,Wednesday,34,August,Aug,8,3,2007
20070823,2007-08-23,Thursday,34,August,Aug,8,3,2007
20070824,2007-08-24,Friday,34,August,Aug,8,3,2007
20070825,2007-08-25,Saturday,34,August,Aug,8,3,2007
20070826,2007-08-26,Sunday,35,August,Aug,8,3,2007
20070827,2007-08-27,Monday,35,August,Aug,8,3,2007
20070828,2007-08-28,Tuesday,35,August,Aug,8,3,2007
20070829,2007-08-29,Wednesday,35,August,Aug,8,3,2007
20070830,2007-08-30,Thursday,35,August,Aug,8,3,2007
20070831,2007-08-31,Friday,35,August,Aug,8,3,2007
20070901,2007-09-01,Saturday,35,September,Sep,9,3,2007
20070902,2007-09-02,Sunday,36,September,Sep,9,3,2007
20070903,2007-09-03,Monday,36,September,Sep,9,3,2007
20070904,2007-09-04,Tuesday,36,September,Sep,9,3,2007
20070905,2007-09-05,Wednesday,36,September,Sep,9,3,2007
20070906,2007-09-06,Thursday,36,September,Sep,9,3,2007
20070907,2007-09-07,Friday,36,September,Sep,9,3,2007
20070908,2007-09-08,Saturday,36,September,Sep,9,3,2007
20070909,2007-09-09,Sunday,37,September,Sep,9,3,2007
20070910,2007-09-10,Monday,37,September,Sep,9,3,2007
20070911,2007-09-11,Tuesday,37,September,Sep,9,3,2007
20070912,2007-09-12,Wednesday,37,September,Sep,9,3,2007
20070913,2007-09-13,Thursday,37,September,Sep,9,3,2007
20070914,2007-09-14,Friday,37,September,Sep,9,3,2007
20070915,2007-09-15,Saturday,37,September,Sep,9,3,2007
20070916,2007-09-16,Sunday,38,September,Sep,9,3,2007
20070917,2007-09-17,Monday,38,September,Sep,9,3,2007
20070918,2007-09-18,Tuesday,38,September,Sep,9,3,2007
20070919,2007-09-19,Wednesday,38,September,Sep,9,3,2007
20070920,2007-09-20,Thursday,38,September,Sep,9,3,2007
20070921,2007-09-21,Friday,38,September,Sep,9,3,2007
20070922,2007-09-22,Saturday,38,September,Sep,9,3,2007
20070923,2007-09-23,Sunday,39,September,Sep,9,3,2007
20070924,2007-09-24,Monday,39,September,Sep,9,3,2007
20070925,2007-09-25,Tuesday,39,September,Sep,9,3,2007
20070926,2007-09-26,Wednesday,39,September,Sep,9,3,2007
20070927,2007-09-27,Thursday,39,September,Sep,9,3,2007
20070928,2007-09-28,Friday,39,September,Sep,9,3,2007
20070929,2007-09-29,Saturday,39,September,Sep,9,3,2007
20070930,2007-09-30,Sunday,40,September,Sep,9,3,2007
20071001,2007-10-01,Monday,40,October,Oct,10,4,2007
20071002,2007-10-02,Tuesday,40,October,Oct,10,4,2007
20071003,2007-10-03,Wednesday,40,October,Oct,10,4,2007
20071004,2007-10-04,Thursday,40,October,Oct,10,4,2007
20071005,2007-10-05,Friday,40,October,Oct,10,4,2007
20071006,2007-10-06,Saturday,40,October,Oct,10,4,2007
20071007,2007-10-07,Sunday,41,October,Oct,10,4,2007
20071008,2007-10-08,Monday,41,October,Oct,10,4,2007
20071009,2007-10-09,Tuesday,41,October,Oct,10,4,2007
20071010,2007-10-10,Wednesday,41,October,Oct,10,4,2007
20071011,2007-10-11,Thursday,41,October,Oct,10,4,2007
20071012,2007-10-12,Friday,41,October,Oct,10,4,2007
20071013,2007-10-13,Saturday,41,October,Oct,10,4,2007
20071014,2007-10-14,Sunday,42,October,Oct,10,4,2007
20071015,2007-10-15,Monday,42,October,Oct,10,4,2007
20071016,2007-10-16,Tuesday,42,October,Oct,10,4,2007
20071017,2007-10-17,Wednesday,42,October,Oct,10,4,2007
20071018,2007-10-18,Thursday,42,October,Oct,10,4,2007
20071019,2007-10-19,Friday,42,October,Oct,10,4,2007
20071020,2007-10-20,Saturday,42,October,Oct,10,4,2007
20071021,2007-10-21,Sunday,43,October,Oct,10,4,2007
20071022,2007-10-22,Monday,43,October,Oct,10,4,2007
20071023,2007-10-23,Tuesday,43,October,Oct,10,4,2007
20071024,2007-10-24,Wednesday,43,October,Oct,10,4,2007
20071025,2007-10-25,Thursday,43,October,Oct,10,4,2007
20071026,2007-10-26,Friday,43,October,Oct,10,4,2007
20071027,2007-10-27,Saturday,43,October,Oct,10,4,2007
20071028,2007-10-28,Sunday,44,October,Oct,10,4,2007
20071029,2007-10-29,Monday,44,October,Oct,10,4,2007
20071030,2007-10-30,Tuesday,44,October,Oct,10,4,2007
20071031,2007-10-31,Wednesday,44,October,Oct,10,4,2007
20071101,2007-11-01,Thursday,44,November,Nov,11,4,2007
20071102,2007-11-02,Friday,44,November,Nov,11,4,2007
20071103,2007-11-03,Saturday,44,November,Nov,11,4,2007
20071104,2007-11-04,Sunday,45,November,Nov,11,4,2007
20071105,2007-11-05,Monday,45,November,Nov,11,4,2007
20071106,2007-11-06,Tuesday,45,November,Nov,11,4,2007
20071107,2007-11-07,Wednesday,45,November,Nov,11,4,2007
20071108,2007-11-08,Thursday,45,November,Nov,11,4,2007
20071109,2007-11-09,Friday,45,November,Nov,11,4,2007
20071110,2007-11-10,Saturday,45,November,Nov,11,4,2007
20071111,2007-11-11,Sunday,46,November,Nov,11,4,2007
20071112,2007-11-12,Monday,46,November,Nov,11,4,2007
20071113,2007-11-13,Tuesday,46,November,Nov,11,4,2007
20071114,2007-11-14,Wednesday,46,November,Nov,11,4,2007
20071115,2007-11-15,Thursday,46,November,Nov,11,4,2007
20071116,2007-11-16,Friday,46,November,Nov,11,4,2007
20071117,2007-11-17,Saturday,46,November,Nov,11,4,2007
20071118,2007-11-18,Sunday,47,November,Nov,11,4,2007
20071119,2007-11-19,Monday,47,November,Nov,11,4,2007
20071120,2007-11-20,Tuesday,47,November,Nov,11,4,2007
20071121,2007-11-21,Wednesday,47,November,Nov,11,4,2007
20071122,2007-11-22,Thursday,47,November,Nov,11,4,2007
20071123,2007-11-23,Friday,47,November,Nov,11,4,2007
20071124,2007-11-24,Saturday,47,November,Nov,11,4,2007
20071125,2007-11-25,Sunday,48,November,Nov,11,4,2007
20071126,2007-11-26,Monday,48,November,Nov,11,4,2007
20071127,2007-11-27,Tuesday,48,November,Nov,11,4,2007
20071128,2007-11-28,Wednesday,48,November,Nov,11,4,2007
20071129,2007-11-29,Thursday,48,November,Nov,11,4,2007
20071130,2007-11-30,Friday,48,November,Nov,11,4,2007
20071201,2007-12-01,Saturday,48,December,Dec,12,4,2007
20071202,2007-12-02,Sunday,49,December,Dec,12,4,2007
20071203,2007-12-03,Monday,49,December,Dec,12,4,2007
20071204,2007-12-04,Tuesday,49,December,Dec,12,4,2007
20071205,2007-12-05,Wednesday,49,December,Dec,12,4,2007
20071206,2007-12-06,Thursday,49,December,Dec,12,4,2007
20071207,2007-12-07,Friday,49,December,Dec,12,4,2007
20071208,2007-12-08,Saturday,49,December,Dec,12,4,2007
20071209,2007-12-09,Sunday,50,December,Dec,12,4,2007
20071210,2007-12-10,Monday,50,December,Dec,12,4,2007
20071211,2007-12-11,Tuesday,50,December,Dec,12,4,2007
20071212,2007-12-12,Wednesday,50,December,Dec,12,4,2007
20071213,2007-12-13,Thursday,50,December,Dec,12,4,2007
20071214,2007-12-14,Friday,50,December,Dec,12,4,2007
20071215,2007-12-15,Saturday,50,December,Dec,12,4,2007
20071216,2007-12-16,Sunday,51,December,Dec,12,4,2007
20071217,2007-12-17,Monday,51,December,Dec,12,4,2007
20071218,2007-12-18,Tuesday,51,December,Dec,12,4,2007
20071219,2007-12-19,Wednesday,51,December,Dec,12,4,2007
20071220,2007-12-20,Thursday,51,December,Dec,12,4,2007
20071221,2007-12-21,Friday,51,December,Dec,12,4,2007
20071222,2007-12-22,Saturday,51,December,Dec,12,4,2007
20071223,2007-12-23,Sunday,52,December,Dec,12,4,2007
20071224,2007-12-24,Monday,52,December,Dec,12,4,2007
20071225,2007-12-25,Tuesday,52,December,Dec,12,4,2007
20071226,2007-12-26,Wednesday,52,December,Dec,12,4,2007
20071227,2007-12-27,Thursday,52,December,Dec,12,4,2007
20071228,2007-12-28,Friday,52,December,Dec,12,4,2007
20071229,2007-12-29,Saturday,52,December,Dec,12,4,2007
20071230,2007-12-30,Sunday,53,December,Dec,12,4,2007
20071231,2007-12-31,Monday,53,December,Dec,12,4,2007
20080101,2008-01-01,Tuesday,1,January,Jan,1,1,2008
20080102,2008-01-02,Wednesday,1,January,Jan,1,1,2008
20080103,2008-01-03,Thursday,1,January,Jan,1,1,2008
20080104,2008-01-04,Friday,1,January,Jan,1,1,2008
20080105,2008-01-05,Saturday,1,January,Jan,1,1,2008
20080106,2008-01-06,Sunday,2,January,Jan,1,1,2008
20080107,2008-01-07,Monday,2,January,Jan,1,1,2008
20080108,2008-01-08,Tuesday,2,January,Jan,1,1,2008
20080109,2008-01-09,Wednesday,2,January,Jan,1,1,2008
20080110,2008-01-10,Thursday,2,January,Jan,1,1,2008
20080111,2008-01-11,Friday,2,January,Jan,1,1,2008
20080112,2008-01-12,Saturday,2,January,Jan,1,1,2008
20080113,2008-01-13,Sunday,3,January,Jan,1,1,2008
20080114,2008-01-14,Monday,3,January,Jan,1,1,2008
20080115,2008-01-15,Tuesday,3,January,Jan,1,1,2008
20080116,2008-01-16,Wednesday,3,January,Jan,1,1,2008
20080117,2008-01-17,Thursday,3,January,Jan,1,1,2008
20080118,2008-01-18,Friday,3,January,Jan,1,1,2008
20080119,2008-01-19,Saturday,3,January,Jan,1,1,2008
20080120,2008-01-20,Sunday,4,January,Jan,1,1,2008
20080121,2008-01-21,Monday,4,January,Jan,1,1,2008
20080122,2008-01-22,Tuesday,4,January,Jan,1,1,2008
20080123,2008-01-23,Wednesday,4,January,Jan,1,1,2008
20080124,2008-01-24,Thursday,4,January,Jan,1,1,2008
20080125,2008-01-25,Friday,4,January,Jan,1,1,2008
20080126,2008-01-26,Saturday,4,January,Jan,1,1,2008
20080127,2008-01-27,Sunday,5,January,Jan,1,1,2008
20080128,2008-01-28,Monday,5,January,Jan,1,1,2008
20080129,2008-01-29,Tuesday,5,January,Jan,1,1,2008
20080130,2008-01-30,Wednesday,5,January,Jan,1,1,2008
20080131,2008-01-31,Thursday,5,January,Jan,1,1,2008
20080201,2008-02-01,Friday,5,February,Feb,2,1,2008
20080202,2008-02-02,Saturday,5,February,Feb,2,1,2008
20080203,2008-02-03,Sunday,6,February,Feb,2,1,2008
20080204,2008-02-04,Monday,6,February,Feb,2,1,2008
20080205,2008-02-05,Tuesday,6,February,Feb,2,1,2008
20080206,2008-02-06,Wednesday,6,February,Feb,2,1,2008
20080207,2008-02-07,Thursday,6,February,Feb,2,1,2008
20080208,2008-02-08,Friday,6,February,Feb,2,1,2008
20080209,2008-02-09,Saturday,6,February,Feb,2,1,2008
20080210,2008-02-10,Sunday,7,February,Feb,2,1,2008
20080211,2008-02-11,Monday,7,February,Feb,2,1,2008
20080212,2008-02-12,Tuesday,7,February,Feb,2,1,2008
20080213,2008-02-13,Wednesday,7,February,Feb,2,1,2008
20080214,2008-02-14,Thursday,7,February,Feb,2,1,2008
20080215,2008-02-15,Friday,7,February,Feb,2,1,2008
20080216,2008-02-16,Saturday,7,February,Feb,2,1,2008
20080217,2008-02-17,Sunday,8,February,Feb,2,1,2008
20080218,2008-02-18,Monday,8,February,Feb,2,1,2008
20080219,2008-02-19,Tuesday,8,February,Feb,2,1,2008
20080220,2008-02-20,Wednesday,8,February,Feb,2,1,2008
20080221,2008-02-21,Thursday,8,February,Feb,2,1,2008
20080222,2008-02-22,Friday,8,February,Feb,2,1,2008
20080223,2008-02-23,Saturday,8,February,Feb,2,1,2008
20080224,2008-02-24,Sunday,9,February,Feb,2,1,2008
20080225,2008-02-25,Monday,9,February,Feb,2,1,2008
20080226,2008-02-26,Tuesday,9,February,Feb,2,1,2008
20080227,2008-02-27,Wednesday,9,February,Feb,2,1,2008
20080228,2008-02-28,Thursday,9,February,Feb,2,1,2008
20080229,2008-02-29,Friday,9,February,Feb,2,1,2008
20080301,2008-03-01,Saturday,9,March,Mar,3,1,2008
20080302,2008-03-02,Sunday,10,March,Mar,3,1,2008
20080303,2008-03-03,Monday,10,March,Mar,3,1,2008
20080304,2008-03-04,Tuesday,10,March,Mar,3,1,2008
20080305,2008-03-05,Wednesday,10,March,Mar,3,1,2008
20080306,2008-03-06,Thursday,10,March,Mar,3,1,2008
20080307,2008-03-07,Friday,10,March,Mar,3,1,2008
20080308,2008-03-08,Saturday,10,March,Mar,3,1,2008
20080309,2008-03-09,Sunday,11,March,Mar,3,1,2008
20080310,2008-03-10,Monday,11,March,Mar,3,1,2008
20080311,2008-03-11,Tuesday,11,March,Mar,3,1,2008
20080312,2008-03-12,Wednesday,11,March,Mar,3,1,2008
20080313,2008-03-13,Thursday,11,March,Mar,3,1,2008
20080314,2008-03-14,Friday,11,March,Mar,3,1,2008
20080315,2008-03-15,Saturday,11,March,Mar,3,1,2008
20080316,2008-03-16,Sunday,12,March,Mar,3,1,2008
20080317,2008-03-17,Monday,12,March,Mar,3,1,2008
20080318,2008-03-18,Tuesday,12,March,Mar,3,1,2008
20080319,2008-03-19,Wednesday,12,March,Mar,3,1,2008
20080320,2008-03-20,Thursday,12,March,Mar,3,1,2008
20080321,2008-03-21,Friday,12,March,Mar,3,1,2008
20080322,2008-03-22,Saturday,12,March,Mar,3,1,2008
20080323,2008-03-23,Sunday,13,March,Mar,3,1,2008
20080324,2008-03-24,Monday,13,March,Mar,3,1,2008
20080325,2008-03-25,Tuesday,13,March,Mar,3,1,2008
20080326,2008-03-26,Wednesday,13,March,Mar,3,1,2008
20080327,2008-03-27,Thursday,13,March,Mar,3,1,2008
20080328,2008-03-28,Friday,13,March,Mar,3,1,2008
20080329,2008-03-29,Saturday,13,March,Mar,3,1,2008
20080330,2008-03-30,Sunday,14,March,Mar,3,1,2008
20080331,2008-03-31,Monday,14,March,Mar,3,1,2008
20080401,2008-04-01,Tuesday,14,April,Apr,4,2,2008
20080402,2008-04-02,Wednesday,14,April,Apr,4,2,2008
20080403,2008-04-03,Thursday,14,April,Apr,4,2,2008
20080404,2008-04-04,Friday,14,April,Apr,4,2,2008
20080405,2008-04-05,Saturday,14,April,Apr,4,2,2008
20080406,2008-04-06,Sunday,15,April,Apr,4,2,2008
20080407,2008-04-07,Monday,15,April,Apr,4,2,2008
20080408,2008-04-08,Tuesday,15,April,Apr,4,2,2008
20080409,2008-04-09,Wednesday,15,April,Apr,4,2,2008
20080410,2008-04-10,Thursday,15,April,Apr,4,2,2008
20080411,2008-04-11,Friday,15,April,Apr,4,2,2008
20080412,2008-04-12,Saturday,15,April,Apr,4,2,2008
20080413,2008-04-13,Sunday,16,April,Apr,4,2,2008
20080414,2008-04-14,Monday,16,April,Apr,4,2,2008
20080415,2008-04-15,Tuesday,16,April,Apr,4,2,2008
20080416,2008-04-16,Wednesday,16,April,Apr,4,2,2008
20080417,2008-04-17,Thursday,16,April,Apr,4,2,2008
20080418,2008-04-18,Friday,16,April,Apr,4,2,2008
20080419,2008-04-19,Saturday,16,April,Apr,4,2,2008
20080420,2008-04-20,Sunday,17,April,Apr,4,2,2008
20080421,2008-04-21,Monday,17,April,Apr,4,2,2008
20080422,2008-04-22,Tuesday,17,April,Apr,4,2,2008
20080423,2008-04-23,Wednesday,17,April,Apr,4,2,2008
20080424,2008-04-24,Thursday,17,April,Apr,4,2,2008
20080425,2008-04-25,Friday,17,April,Apr,4,2,2008
20080426,2008-04-26,Saturday,17,April,Apr,4,2,2008
20080427,2008-04-27,Sunday,18,April,Apr,4,2,2008
20080428,2008-04-28,Monday,18,April,Apr,4,2,2008
20080429,2008-04-29,Tuesday,18,April,Apr,4,2,2008
20080430,2008-04-30,Wednesday,18,April,Apr,4,2,2008
20080501,2008-05-01,Thursday,18,May,May,5,2,2008
20080502,2008-05-02,Friday,18,May,May,5,2,2008
20080503,2008-05-03,Saturday,18,May,May,5,2,2008
20080504,2008-05-04,Sunday,19,May,May,5,2,2008
20080505,2008-05-05,Monday,19,May,May,5,2,2008
20080506,2008-05-06,Tuesday,19,May,May,5,2,2008
20080507,2008-05-07,Wednesday,19,May,May,5,2,2008
20080508,2008-05-08,Thursday,19,May,May,5,2,2008
20080509,2008-05-09,Friday,19,May,May,5,2,2008
20080510,2008-05-10,Saturday,19,May,May,5,2,2008
20080511,2008-05-11,Sunday,20,May,May,5,2,2008
20080512,2008-05-12,Monday,20,May,May,5,2,2008
20080513,2008-05-13,Tuesday,20,May,May,5,2,2008
20080514,2008-05-14,Wednesday,20,May,May,5,2,2008
20080515,2008-05-15,Thursday,20,May,May,5,2,2008
20080516,2008-05-16,Friday,20,May,May,5,2,2008
20080517,2008-05-17,Saturday,20,May,May,5,2,2008
20080518,2008-05-18,Sunday,21,May,May,5,2,2008
20080519,2008-05-19,Monday,21,May,May,5,2,2008
20080520,2008-05-20,Tuesday,21,May,May,5,2,2008
20080521,2008-05-21,Wednesday,21,May,May,5,2,2008
20080522,2008-05-22,Thursday,21,May,May,5,2,2008
20080523,2008-05-23,Friday,21,May,May,5,2,2008
20080524,2008-05-24,Saturday,21,May,May,5,2,2008
20080525,2008-05-25,Sunday,22,May,May,5,2,2008
20080526,2008-05-26,Monday,22,May,May,5,2,2008
20080527,2008-05-27,Tuesday,22,May,May,5,2,2008
20080528,2008-05-28,Wednesday,22,May,May,5,2,2008
20080529,2008-05-29,Thursday,22,May,May,5,2,2008
20080530,2008-05-30,Friday,22,May,May,5,2,2008
20080531,2008-05-31,Saturday,22,May,May,5,2,2008
20080601,2008-06-01,Sunday,23,June,Jun,6,2,2008
20080602,2008-06-02,Monday,23,June,Jun,6,2,2008
20080603,2008-06-03,Tuesday,23,June,Jun,6,2,2008
20080604,2008-06-04,Wednesday,23,June,Jun,6,2,2008
20080605,2008-06-05,Thursday,23,June,Jun,6,2,2008
20080606,2008-06-06,Friday,23,June,Jun,6,2,2008
20080607,2008-06-07,Saturday,23,June,Jun,6,2,2008
20080608,2008-06-08,Sunday,24,June,Jun,6,2,2008
20080609,2008-06-09,Monday,24,June,Jun,6,2,2008
20080610,2008-06-10,Tuesday,24,June,Jun,6,2,2008
20080611,2008-06-11,Wednesday,24,June,Jun,6,2,2008
20080612,2008-06-12,Thursday,24,June,Jun,6,2,2008
20080613,2008-06-13,Friday,24,June,Jun,6,2,2008
20080614,2008-06-14,Saturday,24,June,Jun,6,2,2008
20080615,2008-06-15,Sunday,25,June,Jun,6,2,2008
20080616,2008-06-16,Monday,25,June,Jun,6,2,2008
20080617,2008-06-17,Tuesday,25,June,Jun,6,2,2008
20080618,2008-06-18,Wednesday,25,June,Jun,6,2,2008
20080619,2008-06-19,Thursday,25,June,Jun,6,2,2008
20080620,2008-06-20,Friday,25,June,Jun,6,2,2008
20080621,2008-06-21,Saturday,25,June,Jun,6,2,2008
20080622,2008-06-22,Sunday,26,June,Jun,6,2,2008
20080623,2008-06-23,Monday,26,June,Jun,6,2,2008
20080624,2008-06-24,Tuesday,26,June,Jun,6,2,2008
20080625,2008-06-25,Wednesday,26,June,Jun,6,2,2008
20080626,2008-06-26,Thursday,26,June,Jun,6,2,2008
20080627,2008-06-27,Friday,26,June,Jun,6,2,2008
20080628,2008-06-28,Saturday,26,June,Jun,6,2,2008
20080629,2008-06-29,Sunday,27,June,Jun,6,2,2008
20080630,2008-06-30,Monday,27,June,Jun,6,2,2008
20080701,2008-07-01,Tuesday,27,July,Jul,7,3,2008
20080702,2008-07-02,Wednesday,27,July,Jul,7,3,2008
20080703,2008-07-03,Thursday,27,July,Jul,7,3,2008
20080704,2008-07-04,Friday,27,July,Jul,7,3,2008
20080705,2008-07-05,Saturday,27,July,Jul,7,3,2008
20080706,2008-07-06,Sunday,28,July,Jul,7,3,2008
20080707,2008-07-07,Monday,28,July,Jul,7,3,2008
20080708,2008-07-08,Tuesday,28,July,Jul,7,3,2008
20080709,2008-07-09,Wednesday,28,July,Jul,7,3,2008
20080710,2008-07-10,Thursday,28,July,Jul,7,3,2008
20080711,2008-07-11,Friday,28,July,Jul,7,3,2008
20080712,2008-07-12,Saturday,28,July,Jul,7,3,2008
20080713,2008-07-13,Sunday,29,July,Jul,7,3,2008
20080714,2008-07-14,Monday,29,July,Jul,7,3,2008
20080715,2008-07-15,Tuesday,29,July,Jul,7,3,2008
20080716,2008-07-16,Wednesday,29,July,Jul,7,3,2008
20080717,2008-07-17,Thursday,29,July,Jul,7,3,2008
20080718,2008-07-18,Friday,29,July,Jul,7,3,2008
20080719,2008-07-19,Saturday,29,July,Jul,7,3,2008
20080720,2008-07-20,Sunday,30,July,Jul,7,3,2008
20080721,2008-07-21,Monday,30,July,Jul,7,3,2008
20080722,2008-07-22,Tuesday,30,July,Jul,7,3,2008
20080723,2008-07-23,Wednesday,30,July,Jul,7,3,2008
20080724,2008-07-24,Thursday,30,July,Jul,7,3,2008
20080725,2008-07-25,Friday,30,July,Jul,7,3,2008
20080726,2008-07-26,Saturday,30,July,Jul,7,3,2008
20080727,2008-07-27,Sunday,31,July,Jul,7,3,2008
20080728,2008-07-28,Monday,31,July,Jul,7,3,2008
20080729,2008-07-29,Tuesday,31,July,Jul,7,3,2008
20080730,2008-07-30,Wednesday,31,July,Jul,7,3,2008
20080731,2008-07-31,Thursday,31,July,Jul,7,3,2008
20080801,2008-08-01,Friday,31,August,Aug,8,3,2008
20080802,2008-08-02,Saturday,31,August,Aug,8,3,2008
20080803,2008-08-03,Sunday,32,August,Aug,8,3,2008
20080804,2008-08-04,Monday,32,August,Aug,8,3,2008
20080805,2008-08-05,Tuesday,32,August,Aug,8,3,2008
20080806,2008-08-06,Wednesday,32,August,Aug,8,3,2008
20080807,2008-08-07,Thursday,32,August,Aug,8,3,2008
20080808,2008-08-08,Friday,32,August,Aug,8,3,2008
20080809,2008-08-09,Saturday,32,August,Aug,8,3,2008
20080810,2008-08-10,Sunday,33,August,Aug,8,3,2008
20080811,2008-08-11,Monday,33,August,Aug,8,3,2008
20080812,2008-08-12,Tuesday,33,August,Aug,8,3,2008
20080813,2008-08-13,Wednesday,33,August,Aug,8,3,2008
20080814,2008-08-14,Thursday,33,August,Aug,8,3,2008
20080815,2008-08-15,Friday,33,August,Aug,8,3,2008
20080816,2008-08-16,Saturday,33,August,Aug,8,3,2008
20080817,2008-08-17,Sunday,34,August,Aug,8,3,2008
20080818,2008-08-18,Monday,34,August,Aug,8,3,2008
20080819,2008-08-19,Tuesday,34,August,Aug,8,3,2008
20080820,2008-08-20,Wednesday,34,August,Aug,8,3,2008
20080821,2008-08-21,Thursday,34,August,Aug,8,3,2008
20080822,2008-08-22,Friday,34,August,Aug,8,3,2008
20080823,2008-08-23,Saturday,34,August,Aug,8,3,2008
20080824,2008-08-24,Sunday,35,August,Aug,8,3,2008
20080825,2008-08-25,Monday,35,August,Aug,8,3,2008
20080826,2008-08-26,Tuesday,35,August,Aug,8,3,2008
20080827,2008-08-27,Wednesday,35,August,Aug,8,3,2008
20080828,2008-08-28,Thursday,35,August,Aug,8,3,2008
20080829,2008-08-29,Friday,35,August,Aug,8,3,2008
20080830,2008-08-30,Saturday,35,August,Aug,8,3,2008
20080831,2008-08-31,Sunday,36,August,Aug,8,3,2008
20080901,2008-09-01,Monday,36,September,Sep,9,3,2008
20080902,2008-09-02,Tuesday,36,September,Sep,9,3,2008
20080903,2008-09-03,Wednesday,36,September,Sep,9,3,2008
20080904,2008-09-04,Thursday,36,September,Sep,9,3,2008
20080905,2008-09-05,Friday,36,September,Sep,9,3,2008
20080906,2008-09-06,Saturday,36,September,Sep,9,3,2008
20080907,2008-09-07,Sunday,37,September,Sep,9,3,2008
20080908,2008-09-08,Monday,37,September,Sep,9,3,2008
20080909,2008-09-09,Tuesday,37,September,Sep,9,3,2008
20080910,2008-09-10,Wednesday,37,September,Sep,9,3,2008
20080911,2008-09-11,Thursday,37,September,Sep,9,3,2008
20080912,2008-09-12,Friday,37,September,Sep,9,3,2008
20080913,2008-09-13,Saturday,37,September,Sep,9,3,2008
20080914,2008-09-14,Sunday,38,September,Sep,9,3,2008
20080915,2008-09-15,Monday,38,September,Sep,9,3,2008
20080916,2008-09-16,Tuesday,38,September,Sep,9,3,2008
20080917,2008-09-17,Wednesday,38,September,Sep,9,3,2008
20080918,2008-09-18,Thursday,38,September,Sep,9,3,2008
20080919,2008-09-19,Friday,38,September,Sep,9,3,2008
20080920,2008-09-20,Saturday,38,September,Sep,9,3,2008
20080921,2008-09-21,Sunday,39,September,Sep,9,3,2008
20080922,2008-09-22,Monday,39,September,Sep,9,3,2008
20080923,2008-09-23,Tuesday,39,September,Sep,9,3,2008
20080924,2008-09-24,Wednesday,39,September,Sep,9,3,2008
